char,ucn,kRSUnicode,kTotalStrokes,kIICore,kUnihanCore2020,IsHCoreSim
㛰,U+36F0,38.9,12,,,
㛱,U+36F1,38.9,12,,,
㛲,U+36F2,38.9,12,,,
㛳,U+36F3,38.9,12,,,
㛴,U+36F4,38.9,12,,,
㛵,U+36F5,38.9,12,,H,
㛶,U+36F6,38.9,12,,,
㛷,U+36F7,38.9,12,,,
㛸,U+36F8,38.9,12,,,
㛹,U+36F9,38.9,12,,G,
㛺,U+36FA,38.9,12,,,
㛻,U+36FB,38.9,12,,,
㛼,U+36FC,38.9,12,,,
㛽,U+36FD,38.9,12,,,
㛾,U+36FE,38.9,12,,,
㛿,U+36FF,38.9,12,,,
㜀,U+3700,38.9,12,,,
㜁,U+3701,38.9,12,,H,
㜂,U+3702,38.9,12,,,
㜃,U+3703,38.9,12,,H,
㜄,U+3704,38.9,12,,,
㜅,U+3705,38.10,13,,,
㜆,U+3706,38.10,13,,,
㜇,U+3707,38.10,13,,,
㜈,U+3708,38.10,13,,H,
㜉,U+3709,38.10,13,,,
㜊,U+370A,38.10,13,,H,
㜋,U+370B,38.10,13,,,
㜌,U+370C,38.10,13,,,
㜍,U+370D,38.10,13,,H,
㜎,U+370E,38.10,13,,,
㜏,U+370F,38.10,13,,,
㜐,U+3710,38.10,13,,,
㜑,U+3711,38.10,13,,,
㜒,U+3712,38.10,13,,,
㜓,U+3713,38.10,13,,,
㜔,U+3714,38.10,13,,,
㜕,U+3715,38.11,14,,,
㜖,U+3716,38.11,14,,,
㜗,U+3717,38.11,14,,,
㜘,U+3718,38.11,14,,,
㜙,U+3719,38.11,14,,,
㜚,U+371A,38.11,14,,,
㜛,U+371B,38.11,14,,,
㜜,U+371C,38.11,14,,H,
㜝,U+371D,38.11,14,,,
㜞,U+371E,38.11,14,,,
㜟,U+371F,38.11,14,,,
㜠,U+3720,38.11,14,,,
㜡,U+3721,38.11,14,,,
㜢,U+3722,38.11,14,,H,
㜣,U+3723,38.12,15,,H,
㜤,U+3724,38.12,15,,,
㜥,U+3725,38.12,15,,H,
㜦,U+3726,38.12,15,,,
㜧,U+3727,38.12,15,,,
㜨,U+3728,38.12,15,,,
㜩,U+3729,38.13,16,,,
㜪,U+372A,38.13,16,,,
㜫,U+372B,38.13,16,,,
㜬,U+372C,38.13,16,,H,
㜭,U+372D,38.13,16,,H,
㜮,U+372E,38.14,17,,,
㜯,U+372F,38.14,17,,,
㜰,U+3730,38.15,18,,H,
㜱,U+3731,38.15,18,,,
㜲,U+3732,38.16,19,,H,
㜳,U+3733,38.16,19,,H,
㜴,U+3734,38.16,19,,,
㜵,U+3735,38.16,19,,,
㜶,U+3736,38.17,20,,,
㜷,U+3737,38.17,20,,,
㜸,U+3738,38.17,20,,,
㜹,U+3739,38.18,21,,,
㜺,U+373A,38.19,22,,H,
㜻,U+373B,38.23,26,,,
㜼,U+373C,38.23,26,,,
㜽,U+373D,39.3,6,,,
㜾,U+373E,39.4,7,,,
㜿,U+373F,39.4,7,,,
㝀,U+3740,39.5,8,,H,
㝁,U+3741,39.6,9,,,
㝂,U+3742,39.7,10,,,
㝃,U+3743,39.7,10,,H,
㝄,U+3744,39.9,12,,,
㝅,U+3745,39.10,13,,,
㝆,U+3746,39.12,15,,,
㝇,U+3747,39.13,16,,,
㝈,U+3748,39.22,25,,,
㝉,U+3749,40.1,4,,,
㝊,U+374A,40.2,5,,,
㝋,U+374B,40.2,5,,,
㝌,U+374C,40.3,6,,,
㝍,U+374D,40.3,6,,,
㝎,U+374E,40.4,7,,,
㝏,U+374F,40.4,7,,,
㝐,U+3750,40.4,7,,,
㝑,U+3751,40.4,7,,,
㝒,U+3752,40.5,8,,,
㝓,U+3753,40.6,9,,,
㝔,U+3754,40.6,9,,,
㝕,U+3755,40.6,9,,,
㝖,U+3756,40.6,9,,,
㝗,U+3757,40.7,10,,,
㝘,U+3758,40.7,10,,,
㝙,U+3759,40.7,10,,,
㝚,U+375A,40.7,10,,,
㝛,U+375B,40.8,11,,,
㝜,U+375C,40.8,11,,,
㝝,U+375D,40.8,11,,,
㝞,U+375E,40.8,11,,,
㝟,U+375F,40.8,11,,,
㝠,U+3760,40.8,11,,,
㝡,U+3761,40.8,11,,,
㝢,U+3762,40.9,12,,H,
㝣,U+3763,40.9,12,,,
㝤,U+3764,40.10,13,,,
㝥,U+3765,40.10,13,,,
㝦,U+3766,40.10,13,,,
㝧,U+3767,40.10,13,,,
㝨,U+3768,40.10,13,,,
㝩,U+3769,40.11,14,,,
㝪,U+376A,40.11,14,,,
㝫,U+376B,40.11,14,,,
㝬,U+376C,40.11,14,,,
㝭,U+376D,40.12,15,,,
㝮,U+376E,40.12,15,,,
㝯,U+376F,40.12,15,,H,
㝰,U+3770,40.15,18,,,
㝱,U+3771,40.18,21,,,
㝲,U+3772,40.23,26,,,
㝳,U+3773,41.2,5,,,
㝴,U+3774,41.4,7,,,
㝵,U+3775,41.5,8,,,
㝶,U+3776,41.7,10,,,
㝷,U+3777,41.9,12,,,
㝸,U+3778,42.7,10,,,
㝹,U+3779,42.9,12,,,
㝺,U+377A,42.11,14,,,
㝻,U+377B,42.12,15,,,
㝼,U+377C,43.3,6,,,
㝽,U+377D,43.4,7,,,
㝾,U+377E,43.5,8,,,
㝿,U+377F,43.5,8,,,
㞀,U+3780,43.6,9,,,
㞁,U+3781,43.6,9,,,
㞂,U+3782,43.7,10,,,
㞃,U+3783,43.8,11,,,
㞄,U+3784,43.8,11,,,
㞅,U+3785,43.8,11,,,
㞆,U+3786,43.8,11,,,
㞇,U+3787,43.9,12,,,
㞈,U+3788,43.9,12,,,
㞉,U+3789,43.10,13,,,
㞊,U+378A,43.10,13,,,
㞋,U+378B,44.2,5,,,
㞌,U+378C,44.3,6,,,
㞍,U+378D,44.3,6,,,
㞎,U+378E,44.4,7,,,
㞏,U+378F,44.5,8,,,
㞐,U+3790,44.5,8,,,
㞑,U+3791,44.5,8,,,
㞒,U+3792,44.6,9,,,
㞓,U+3793,44.6,9,,,
㞔,U+3794,44.6,9,,,
㞕,U+3795,44.6,9,,,
㞖,U+3796,44.6,9,,,
㞗,U+3797,44.7,10,,H,
㞘,U+3798,44.8,11,,,
㞙,U+3799,44.8,11,,,
㞚,U+379A,44.9,12,,,
㞛,U+379B,44.9,12,,,
㞜,U+379C,44.11,14,,,
㞝,U+379D,44.11,14,,,
㞞,U+379E,44.11,14,,,
㞟,U+379F,44.12,15,,,
㞠,U+37A0,44.12,15,,H,
㞡,U+37A1,44.16,19,,,
㞢,U+37A2,45.1,4,,,
㞣,U+37A3,45.4,7,,,
㞤,U+37A4,46.2,5,,,
㞥,U+37A5,46.2,5,,,
㞦,U+37A6,46.2,5,,,
㞧,U+37A7,46.2,5,,,
㞨,U+37A8,46.3,6,,,
㞩,U+37A9,46.3,6,,,
㞪,U+37AA,46.3,6,,,
㞫,U+37AB,46.3,6,,,
㞬,U+37AC,46.3,6,,,
㞭,U+37AD,46.3,6,,,
㞮,U+37AE,46.3,6,,,
㞯,U+37AF,46.3,6,,,
㞰,U+37B0,46.4,7,,,
㞱,U+37B1,46.4,7,,,
㞲,U+37B2,46.4,7,,,
㞳,U+37B3,46.4,7,,,
㞴,U+37B4,46.4,7,,,
㞵,U+37B5,46.4,7,,,
㞶,U+37B6,46.4,7,,,
㞷,U+37B7,45.4,7,,,
㞸,U+37B8,46.4,7,,,
㞹,U+37B9,46.5,8,,H,
㞺,U+37BA,46.5,8,,,
㞻,U+37BB,46.5,8,,,
㞼,U+37BC,46.5,8,,,
㞽,U+37BD,46.5,8,,,
㞾,U+37BE,46.5,8,,H,
㞿,U+37BF,46.5,8,,,
㟀,U+37C0,46.5,8,,,
㟁,U+37C1,46.5,8,,,
㟂,U+37C2,46.5,8,,,
㟃,U+37C3,46.5,8,,G,
㟄,U+37C4,46.6,9,,,
㟅,U+37C5,46.6,9,,,
㟆,U+37C6,46.6,9,,,
㟇,U+37C7,46.7,10,,,
㟈,U+37C8,46.7,10,,,
㟉,U+37C9,46.7,10,,,
㟊,U+37CA,46.7,10,,,
㟋,U+37CB,46.7,10,,,
㟌,U+37CC,46.7,10,,,
㟍,U+37CD,46.7,10,,,
㟎,U+37CE,46.7,10,,,
㟏,U+37CF,46.7,10,,,
㟐,U+37D0,46.7,10,,,
㟑,U+37D1,46.7,10,,,
㟒,U+37D2,46.7,10,,,
㟓,U+37D3,46.7,10,,,
㟔,U+37D4,46.7,10,,,
㟕,U+37D5,46.7,10,,,
㟖,U+37D6,46.7,10,,H,
㟗,U+37D7,46.8,11,,,
㟘,U+37D8,46.8,11,,,
㟙,U+37D9,46.8,11,,,
㟚,U+37DA,46.8,11,,,
㟛,U+37DB,46.8,11,,,
㟜,U+37DC,46.8,11,,,
㟝,U+37DD,46.8,11,,,
㟞,U+37DE,46.8,11,,,
㟟,U+37DF,46.8,11,,,
㟠,U+37E0,46.8,11,,,
㟡,U+37E1,46.8,11,,,
㟢,U+37E2,46.8,11,,,
㟣,U+37E3,46.8,11,,,
㟤,U+37E4,46.8,11,,,
㟥,U+37E5,46.8,11,,,
㟦,U+37E6,46.9,12,,,
㟧,U+37E7,46.9,12,,,
㟨,U+37E8,46.9,12,,,
㟩,U+37E9,46.9,12,,,
㟪,U+37EA,46.9,12,,,
㟫,U+37EB,46.9,12,,,
㟬,U+37EC,46.9,12,,,
㟭,U+37ED,46.9,12,,,
㟮,U+37EE,46.9,12,,,
㟯,U+37EF,46.9,12,,,
㟰,U+37F0,46.10,13,,,
㟱,U+37F1,46.10,13,,,
㟲,U+37F2,46.10,13,,H,
㟳,U+37F3,46.10,13,,,
㟴,U+37F4,46.10,13,,,
㟵,U+37F5,46.10,13,,,
㟶,U+37F6,46.10,13,,,
㟷,U+37F7,46.10,13,,,
㟸,U+37F8,46.10,13,,H,
㟹,U+37F9,46.11,14,,,
㟺,U+37FA,46.11,14,,,
㟻,U+37FB,46.11,14,,H,
㟼,U+37FC,46.11,14,,,
㟽,U+37FD,46.11,14,,,
㟾,U+37FE,46.11,14,,,
㟿,U+37FF,46.11,14,,,
㠀,U+3800,46.11,14,,,
㠁,U+3801,46.11,14,,,
㠂,U+3802,46.11,14,,,
㠃,U+3803,46.11,14,,,
㠄,U+3804,46.11,14,,,
㠅,U+3805,46.12,15,,,
㠆,U+3806,46.12,15,,,
㠇,U+3807,46.12,15,,G,
㠈,U+3808,46.12,15,,,
㠉,U+3809,46.12,15,,,
㠊,U+380A,46.12,15,,,
㠋,U+380B,46.12,15,,,
㠌,U+380C,46.12,15,,,
㠍,U+380D,46.12,15,,,
㠎,U+380E,46.12,15,,,
㠏,U+380F,46.12,15,,H,
㠐,U+3810,46.12,15,,,
㠑,U+3811,46.13,16,,,
㠒,U+3812,46.13,16,,,
㠓,U+3813,46.13,16,,G,
㠔,U+3814,46.13,16,,,
㠕,U+3815,46.13,16,,,
㠖,U+3816,46.13,16,,,
㠗,U+3817,46.13,16,,,
㠘,U+3818,46.14,17,,,
㠙,U+3819,46.14,17,,H,
㠚,U+381A,46.14,17,,,
㠛,U+381B,46.14,17,,,
㠜,U+381C,46.14,17,,,
㠝,U+381D,46.15,18,,,
㠞,U+381E,46.15,18,,,
㠟,U+381F,46.15,18,,,
㠠,U+3820,46.16,19,,H,
㠡,U+3821,46.16,19,,,
㠢,U+3822,46.16,19,,,
㠣,U+3823,46.16,19,,,
㠤,U+3824,46.17,20,,,
㠥,U+3825,46.18,21,,,
㠦,U+3826,46.18,21,,,
㠧,U+3827,46.19,22,,,
㠨,U+3828,46.25,28,,,
㠩,U+3829,47.3,6,,,
㠪,U+382A,48.1,4,,,
㠫,U+382B,48.7,10,,,
㠬,U+382C,48.7,10,,,
㠭,U+382D,48.9,12,,H,
㠮,U+382E,48.12,15,,,
㠯,U+382F,49.2,5,,,
㠰,U+3830,49.5,8,,,
㠱,U+3831,49.8,11,,,
㠲,U+3832,50.2,5,,,
㠳,U+3833,50.2,5,,,
㠴,U+3834,50.3,6,,,
㠵,U+3835,50.3,6,,,
㠶,U+3836,50.3,6,,H,
㠷,U+3837,50.4,7,,,
㠸,U+3838,50.4,7,,H,
㠹,U+3839,50.4,7,,,
㠺,U+383A,50.4,7,,,
㠻,U+383B,50.4,7,,,
㠼,U+383C,50.4,7,,,
㠽,U+383D,50.5,8,,,
㠾,U+383E,50.5,8,,,
㠿,U+383F,50.5,8,,,
㡀,U+3840,50.5,8,,,
㡁,U+3841,50.6,9,,,
㡂,U+3842,50.6,9,,,
㡃,U+3843,50.6,9,,,
㡄,U+3844,50.6,9,,,
㡅,U+3845,50.6,9,,,
㡆,U+3846,50.6,9,,,
㡇,U+3847,50.7,10,,,
㡈,U+3848,50.7,10,,,
㡉,U+3849,50.8,11,,,
㡊,U+384A,50.8,11,,,
㡋,U+384B,50.8,11,,,
㡌,U+384C,50.8,11,,,
㡍,U+384D,50.8,11,,,
㡎,U+384E,50.8,11,,,
㡏,U+384F,50.9,12,,,
㡐,U+3850,50.9,12,,,
㡑,U+3851,50.9,12,,,
㡒,U+3852,50.9,12,,,
㡓,U+3853,50.9,12,,,
㡔,U+3854,50.9,12,,,
㡕,U+3855,50.9,12,,,
㡖,U+3856,50.9,12,,,
㡗,U+3857,50.10,13,,,
㡘,U+3858,50.10,13,,,
㡙,U+3859,50.10,13,,,
㡚,U+385A,50.10,13,,,
㡛,U+385B,50.10,13,,,
㡜,U+385C,50.11,14,,,
㡝,U+385D,50.11,14,,,
㡞,U+385E,50.11,14,,,
㡟,U+385F,50.11,14,,,
㡠,U+3860,50.12,15,,,
㡡,U+3861,50.12,15,,,
㡢,U+3862,50.13,16,,,
㡣,U+3863,50.13,16,,H,
㡤,U+3864,50.13,16,,,
㡥,U+3865,50.14,17,,,
㡦,U+3866,50.14,17,,,
㡧,U+3867,50.17,20,,,
㡨,U+3868,50.17,20,,,
㡩,U+3869,50.19,22,,,
㡪,U+386A,50.19,22,,,
㡫,U+386B,52.9,12,,,
㡬,U+386C,52.9,12,,,
㡭,U+386D,52.11,14,,,
㡮,U+386E,52.13,16,,,
㡯,U+386F,53.3,6,,,
㡰,U+3870,53.3,6,,,
㡱,U+3871,53.3,6,,,
㡲,U+3872,53.4,7,,,
㡳,U+3873,53.4,7,,,
㡴,U+3874,53.5,8,,,
㡵,U+3875,53.5,8,,H,
㡶,U+3876,53.5,8,,,
㡷,U+3877,53.5,8,,,
㡸,U+3878,53.5,8,,,
㡹,U+3879,53.5,8,,,
㡺,U+387A,53.5,8,,,
㡻,U+387B,53.5,8,,,
㡼,U+387C,53.6,9,,,
㡽,U+387D,53.6,9,,,
㡾,U+387E,53.6,9,,,
㡿,U+387F,53.6,9,,,
㢀,U+3880,53.6,9,,,
㢁,U+3881,53.6,9,,,
㢂,U+3882,53.6,9,,,
㢃,U+3883,53.7,10,,,
㢄,U+3884,53.7,10,,,
㢅,U+3885,53.7,10,,,
㢆,U+3886,53.7,10,,,
㢇,U+3887,53.7,10,,,
㢈,U+3888,53.8,11,,,
㢉,U+3889,53.8,11,,,
㢊,U+388A,53.8,11,,,
㢋,U+388B,53.8,11,,,
㢌,U+388C,53.8,11,,,
㢍,U+388D,53.9,12,,,
㢎,U+388E,53.9,12,,,
㢏,U+388F,53.9,12,,,
㢐,U+3890,53.9,12,,,
㢑,U+3891,53.10,13,,,
㢒,U+3892,53.11,14,,,
㢓,U+3893,53.11,14,,,
㢔,U+3894,53.11,14,,,
㢕,U+3895,53.11,14,,,
㢖,U+3896,53.12,15,,,
㢗,U+3897,53.12,15,,,
㢘,U+3898,53.12,15,,,
㢙,U+3899,53.13,16,,,
㢚,U+389A,53.13,16,,,
㢛,U+389B,53.13,16,,,
㢜,U+389C,53.13,16,,,
㢝,U+389D,53.16,19,,,
㢞,U+389E,53.17,20,,,
㢟,U+389F,54.3,6,,,
㢠,U+38A0,54.5,8,,H,
㢡,U+38A1,55.11,14,,,
㢢,U+38A2,55.12,15,,,
㢣,U+38A3,55.13,16,,,
㢤,U+38A4,56.4,7,,,
㢥,U+38A5,56.6,9,,,
㢦,U+38A6,56.10,13,,,
㢧,U+38A7,57.1,4,,,
㢨,U+38A8,57.3,6,,,
㢩,U+38A9,57.3,6,,,
㢪,U+38AA,57.3,6,,,
㢫,U+38AB,57.3,6,,,
㢬,U+38AC,57.4,7,,,
㢭,U+38AD,57.4,7,,,
㢮,U+38AE,57.5,8,,,
㢯,U+38AF,57.5,8,,,
㢰,U+38B0,57.5,8,,,
㢱,U+38B1,57.5,8,,,
㢲,U+38B2,57.6,9,,,
㢳,U+38B3,57.6,9,,,
㢴,U+38B4,57.6,9,,,
㢵,U+38B5,57.6,9,,,
㢶,U+38B6,57.6,9,,,
㢷,U+38B7,57.6,9,,,
㢸,U+38B8,57.7,10,,,
㢹,U+38B9,57.7,10,,,
㢺,U+38BA,57.8,11,,,
㢻,U+38BB,57.8,11,,,
㢼,U+38BC,57.8,11,,,
㢽,U+38BD,57.9,12,,,
㢾,U+38BE,57.9,12,,,
㢿,U+38BF,57.9,12,,,
㣀,U+38C0,57.10,13,,,
㣁,U+38C1,57.10,13,,,
㣂,U+38C2,57.10,13,,,
㣃,U+38C3,57.11,14,,H,
㣄,U+38C4,57.12,15,,,
㣅,U+38C5,57.12,15,,,
㣆,U+38C6,57.18,21,,,
㣇,U+38C7,58.5,8,,,
㣈,U+38C8,58.13,16,,,
㣉,U+38C9,59.3,6,,,
㣊,U+38CA,59.4,7,,,
㣋,U+38CB,59.5,8,,,
㣌,U+38CC,59.5,8,,H,
㣍,U+38CD,59.5,8,,,
㣎,U+38CE,59.8,11,,,
㣏,U+38CF,59.9,12,,,
㣐,U+38D0,59.9,12,,,
㣑,U+38D1,59.11,14,,H,
㣒,U+38D2,59.12,15,,,
㣓,U+38D3,59.13,16,,,
㣔,U+38D4,60.2,5,,H,
㣕,U+38D5,60.3,6,,,
㣖,U+38D6,60.4,7,,,
㣗,U+38D7,60.4,7,,,
㣘,U+38D8,60.5,8,,,
㣙,U+38D9,60.5,8,,,
㣚,U+38DA,60.6,9,,,
㣛,U+38DB,60.6,9,,,
㣜,U+38DC,60.6,9,,,
㣝,U+38DD,60.6,9,,,
㣞,U+38DE,60.6,9,,,
㣟,U+38DF,60.6,9,,,
㣠,U+38E0,60.6,9,,,
㣡,U+38E1,60.6,9,,,
㣢,U+38E2,60.7,10,,,
㣣,U+38E3,60.7,10,,,
㣤,U+38E4,60.8,11,,,
㣥,U+38E5,60.8,11,,,
㣦,U+38E6,60.8,11,,,
㣧,U+38E7,60.8,11,,,
㣨,U+38E8,60.8,11,,,
㣩,U+38E9,60.8,11,,,
㣪,U+38EA,60.9,12,,,
㣫,U+38EB,60.9,12,,,
㣬,U+38EC,60.9,12,,,
㣭,U+38ED,60.9,12,,,
㣮,U+38EE,60.9,12,,,
㣯,U+38EF,60.10,13,,,
㣰,U+38F0,60.11,14,,,
㣱,U+38F1,60.11,14,,,
㣲,U+38F2,60.11,14,,,
㣳,U+38F3,60.12,15,,,
㣴,U+38F4,60.12,15,,,
㣵,U+38F5,60.13,16,,,
㣶,U+38F6,60.13,16,,,
㣷,U+38F7,60.14,17,,,
㣸,U+38F8,60.16,19,,,
㣹,U+38F9,60.17,20,,,
㣺,U+38FA,61.1,5,,H,
㣻,U+38FB,61.2,6,,,
㣼,U+38FC,61.3,6,,,
㣽,U+38FD,61.3,7,,,
㣾,U+38FE,61.3,6,,,
㣿,U+38FF,61.3,6,,,
㤀,U+3900,61.3,7,,,
㤁,U+3901,61.4,8,,,
㤂,U+3902,61.4,8,,,
㤃,U+3903,61.4,7,,,
㤄,U+3904,61.4,7,,,
㤅,U+3905,61.4,8,,,
㤆,U+3906,61.4,7,,,
㤇,U+3907,61.4,7,,,
㤈,U+3908,61.4,7,,H,
㤉,U+3909,61.4,7,,,
㤊,U+390A,61.4,7,,,
㤋,U+390B,61.4,7,,,
㤌,U+390C,61.5,8,,,
㤍,U+390D,61.5,9,,,
㤎,U+390E,61.5,9,,,
㤏,U+390F,61.5,8,,,
㤐,U+3910,61.5,8,,,
㤑,U+3911,61.5,8,,,
㤒,U+3912,61.5,8,,,
㤓,U+3913,61.5,8,,,
㤔,U+3914,61.5,8,,H,
㤕,U+3915,61.5,8,,,
㤖,U+3916,61.5,8,,,
㤗,U+3917,61.5,9,,,
㤘,U+3918,61.5,8,,G,
㤙,U+3919,61.5,9,,,
㤚,U+391A,61.6,9,,,
㤛,U+391B,61.6,9,,,
㤜,U+391C,61.6,9,,,
㤝,U+391D,61.6,9,,,
㤞,U+391E,61.6,9,,,
㤟,U+391F,61.6,10,,,
㤠,U+3920,61.6,10,,,
㤡,U+3921,61.6,9,,,
㤢,U+3922,61.6,9,,,
㤣,U+3923,61.6,10,,,
㤤,U+3924,61.6,9,,,
㤥,U+3925,61.6,9,,,
㤦,U+3926,61.6,9,,,
㤧,U+3927,61.6,9,,H,
㤨,U+3928,61.6,9,,,
㤩,U+3929,61.6,10,,,
㤪,U+392A,61.6,10,,,
㤫,U+392B,61.6,10,,,
㤬,U+392C,61.6,9,,,
㤭,U+392D,61.6,9,,,
㤮,U+392E,61.7,11,,,
㤯,U+392F,61.7,10,,,
㤰,U+3930,61.7,11,,,
㤱,U+3931,61.7,10,,,
㤲,U+3932,61.7,11,,H,
㤳,U+3933,61.7,10,,,
㤴,U+3934,61.7,10,,,
㤵,U+3935,61.7,11,,,
㤶,U+3936,61.7,10,,,
㤷,U+3937,61.7,10,,,
㤸,U+3938,61.7,10,,,
㤹,U+3939,61.7,10,,,
㤺,U+393A,61.6,9,,,
㤻,U+393B,61.7,11,,,
㤼,U+393C,61.7,10,,,
㤽,U+393D,61.7,10,,,
㤾,U+393E,61.8,11,,,
㤿,U+393F,61.8,11,,H,
㥀,U+3940,61.8,11,,,
㥁,U+3941,61.8,12,,,
㥂,U+3942,61.8,11,,,
㥃,U+3943,61.8,11,,,
㥄,U+3944,61.8,11,,G,
㥅,U+3945,61.8,11,,,
㥆,U+3946,61.8,11,,,
㥇,U+3947,61.8,11,,,
㥈,U+3948,61.8,12,,,
㥉,U+3949,61.8,11,,,
㥊,U+394A,61.8,11,,,
㥋,U+394B,61.8,12,,,
㥌,U+394C,61.8,11,,,
㥍,U+394D,61.8,11,,H,
㥎,U+394E,61.8,12,,,
㥏,U+394F,61.8,11,,,
㥐,U+3950,61.8,12,,,
㥑,U+3951,61.8,12,,,
㥒,U+3952,61.8,11,,,
㥓,U+3953,61.8,11,,,
㥔,U+3954,61.8,11,,,
㥕,U+3955,61.8,12,,,
㥖,U+3956,61.8,12,,,
㥗,U+3957,61.8,11,,,
㥘,U+3958,61.8,11,,,
㥙,U+3959,61.8,11,,,
㥚,U+395A,61.9,12,,,
㥛,U+395B,61.9,12,,,
㥜,U+395C,61.9,12,,,
㥝,U+395D,61.9,12,,,
㥞,U+395E,61.9,12,,,
㥟,U+395F,61.9,12,,,
㥠,U+3960,61.9,12,CK,K,
㥡,U+3961,61.9,12,,,
㥢,U+3962,61.9,12,,,
㥣,U+3963,61.9,13,,H,
㥤,U+3964,61.9,13,,,
㥥,U+3965,61.9,12,,,
㥦,U+3966,61.9,13,,,
㥧,U+3967,61.9,12,,,
㥨,U+3968,61.9,13,,,
㥩,U+3969,61.9,12,,,
㥪,U+396A,61.9,12,,,
㥫,U+396B,61.9,12,,,
㥬,U+396C,61.10,13,,,
㥭,U+396D,61.10,13,,,
㥮,U+396E,61.10,13,,,
㥯,U+396F,61.10,14,,,
㥰,U+3970,61.10,13,,,
㥱,U+3971,61.10,13,,,
㥲,U+3972,61.10,14,,,
㥳,U+3973,61.10,13,,,
㥴,U+3974,61.10,13,,,
㥵,U+3975,61.10,13,,,
㥶,U+3976,61.10,14,,,
㥷,U+3977,61.10,14,,,
㥸,U+3978,61.10,14,,H,
㥹,U+3979,61.10,14,,,
㥺,U+397A,61.10,13,,,
㥻,U+397B,61.10,14,,,
㥼,U+397C,61.11,14,,,
㥽,U+397D,61.11,14,,,
㥾,U+397E,61.11,14,,,
㥿,U+397F,61.11,15,,,
㦀,U+3980,61.11,14,,H,
㦁,U+3981,61.11,15,,,
㦂,U+3982,61.11,15,,,
㦃,U+3983,61.11,14,,,
㦄,U+3984,61.11,15,,,
㦅,U+3985,61.11,14,,,
㦆,U+3986,61.11,14,,,
㦇,U+3987,61.11,14,,,
㦈,U+3988,61.11,14,,,
㦉,U+3989,61.12,15,,H,
㦊,U+398A,61.12,15,,H,
㦋,U+398B,61.12,15,,,
㦌,U+398C,61.12,16,,,
㦍,U+398D,61.12,15,,,
㦎,U+398E,61.12,15,,,
㦏,U+398F,61.12,15,,,
㦐,U+3990,61.12,15,,,
㦑,U+3991,61.12,15,,,
㦒,U+3992,61.12,15,,H,
㦓,U+3993,61.12,15,,,
㦔,U+3994,61.12,16,,,
㦕,U+3995,61.12,15,,,
㦖,U+3996,61.12,15,,,
㦗,U+3997,61.13,16,,,
㦘,U+3998,61.13,17,,,
㦙,U+3999,61.13,16,,H,
㦚,U+399A,61.14,18,,,
㦛,U+399B,61.14,18,,H,
㦜,U+399C,61.14,17,,,
㦝,U+399D,61.14,18,,,
㦞,U+399E,61.14,18,,,
㦟,U+399F,61.14,18,,,
㦠,U+39A0,61.14,17,,,
㦡,U+39A1,61.15,18,,H,
㦢,U+39A2,61.15,18,,,
㦣,U+39A3,61.16,20,,,
㦤,U+39A4,61.16,20,,H,
㦥,U+39A5,61.16,19,,,
㦦,U+39A6,61.16,19,,,
㦧,U+39A7,61.16,19,,,
㦨,U+39A8,61.17,20,,,
㦩,U+39A9,61.17,20,,,
㦪,U+39AA,61.17,20,,,
㦫,U+39AB,61.19,22,,,
㦬,U+39AC,61.19,22,,,
㦭,U+39AD,61.24,27,,,
㦮,U+39AE,62.3,7,,,
㦯,U+39AF,62.3,7,,,
㦰,U+39B0,62.4,8,,,
㦱,U+39B1,62.4,8,,,
㦲,U+39B2,62.4,8,,,
㦳,U+39B3,62.5,9,,,
㦴,U+39B4,62.6,10,,,
㦵,U+39B5,62.6,10,,,
㦶,U+39B6,62.6,10,,,
㦷,U+39B7,62.7,11,,,
㦸,U+39B8,62.8,12,,H,
㦹,U+39B9,62.9,13,,,
㦺,U+39BA,62.10,14,,,
㦻,U+39BB,62.11,15,,,
㦼,U+39BC,62.11,15,,,
㦽,U+39BD,62.13,17,,,
㦾,U+39BE,63.3,7,,,
㦿,U+39BF,63.4,8,,,
㧀,U+39C0,63.4,8,,,
㧁,U+39C1,63.5,9,,,
㧂,U+39C2,63.5,9,,,
㧃,U+39C3,64.2,5,,,
㧄,U+39C4,64.2,5,,,
㧅,U+39C5,64.2,5,,,
㧆,U+39C6,64.3,6,,,
㧇,U+39C7,64.3,6,,,
㧈,U+39C8,64.3,6,,,
㧉,U+39C9,64.4,7,,,
㧊,U+39CA,64.4,7,,,
㧋,U+39CB,64.4,7,,,
㧌,U+39CC,64.4,7,,,
㧍,U+39CD,64.4,7,,,
㧎,U+39CE,64.4,7,,,
㧏,U+39CF,64.4,7,,,
㧐,U+39D0,64.4,7,,G,
㧑,U+39D1,64.4,7,,G,
㧒,U+39D2,64.5,8,,,
㧓,U+39D3,64.5,8,,,
㧔,U+39D4,64.5,8,,,
㧕,U+39D5,64.5,8,,,
㧖,U+39D6,64.5,8,,,
㧗,U+39D7,64.5,8,,,
㧘,U+39D8,64.5,9,,,
㧙,U+39D9,64.5,8,,,
㧚,U+39DA,64.5,8,,,
㧛,U+39DB,64.5,8,,,
㧜,U+39DC,64.5,8,,H,
㧝,U+39DD,64.5,8,,,
㧞,U+39DE,64.5,8,,,
㧟,U+39DF,64.5,8,CG,G,
㧠,U+39E0,64.5,8,,,
㧡,U+39E1,64.6,9,,,
㧢,U+39E2,64.6,9,,H,
